Date,value,percentage
2015-04-02,100000.0,0.0
2015-04-06,101197.8413460367,1.197841346036701
2015-04-07,100930.0394026913,0.9300394026912981
2015-04-08,101270.87289653736,1.2708728965373592
2015-04-09,101173.48918835112,1.1734891883511154
2015-04-10,101579.72896679079,1.57972896679079
2015-04-13,101120.27980105854,1.1202798010585393
2015-04-14,101313.7448098766,1.3137448098766036
2015-04-15,101768.35714190418,1.7683571419041837
2015-04-16,101739.31112157083,1.7393111215708341
2015-04-17,100568.97249177999,0.5689724917799904
2015-04-20,101487.8458051391,1.4878458051391061
2015-04-21,101884.42892085871,1.8844289208587142
2015-04-22,102185.22128662073,2.1852212866207266
2015-04-23,102442.34563871389,2.4423456387138867
2015-04-24,102680.03675714253,2.6800367571425303
2015-04-27,102253.11630359066,2.253116303590665
2015-04-28,102578.16913495882,2.578169134958822
2015-04-29,102156.10071564089,2.1561007156408887
2015-04-30,101821.34597286346,1.8213459728634624
2015-05-01,101821.34597286346,1.8213459728634624
2015-05-04,101821.34597286346,1.8213459728634624
2015-05-05,100793.62495996822,0.7936249599682196
2015-05-06,100378.67381482809,0.3786738148280856
2015-05-07,100320.79405563371,0.32079405563371255
2015-05-08,100672.82557207439,0.672825572074391
2015-05-11,100192.3391224084,0.19233912240840437
2015-05-12,99892.6185444724,-0.10738145552760398
2015-05-13,99911.67459457353,-0.08832540542646894
2015-05-14,100492.06945926469,0.49206945926469053
2015-05-15,100492.06945926469,0.49206945926469053
2015-05-18,100804.29818615026,0.804298186150263
2015-05-19,100771.18128790178,0.7711812879017816
2015-05-20,100827.91508839678,0.8279150883967814
2015-05-21,100827.91508839678,0.8279150883967814
2015-05-22,100827.91508839678,0.8279150883967814
2015-05-26,100827.91508839678,0.8279150883967814
2015-05-27,100827.91508839678,0.8279150883967814
2015-05-28,100889.64975223257,0.8896497522325663
2015-05-29,100262.84631714385,0.2628463171438489
2015-06-01,100467.00697512402,0.46700697512402256
2015-06-02,100205.8287408684,0.20582874086839728
2015-06-03,100205.8287408684,0.20582874086839728
2015-06-04,100205.8287408684,0.20582874086839728
2015-06-05,100205.8287408684,0.20582874086839728
2015-06-08,100205.8287408684,0.20582874086839728
2015-06-09,100205.82874086838,0.20582874086838274
2015-06-10,101407.61508170338,1.4076150817033777
2015-06-11,101734.52119236354,1.7345211923635362
2015-06-12,100955.73910710041,0.9557391071004094
2015-06-15,100523.11923450985,0.5231192345098534
2015-06-16,101071.10993267456,1.0711099326745608
2015-06-17,101234.5422646921,1.234542264692107
2015-06-18,102287.34456701262,2.287344567012624
2015-06-19,102147.26347683689,2.147263476836888
2015-06-22,102147.26347683689,2.147263476836888
2015-06-23,102099.10966409769,2.09910966409769
2015-06-24,101357.60992911871,1.357609929118713
2015-06-25,101049.45870205936,1.0494587020593609
2015-06-26,101030.17342925524,1.030173429255243
2015-06-29,98911.52013032544,-1.0884798696745566
2015-06-30,99118.56827339546,-0.8814317266045401
2015-07-01,100023.80200920995,0.023802009209946847
2015-07-02,99658.44869712261,-0.3415513028773858
2015-07-06,98918.13039920328,-1.0818696007967228
2015-07-07,98918.13039920328,-1.0818696007967228
2015-07-08,98012.42742595432,-1.9875725740456838
2015-07-09,99215.20949985269,-0.7847905001473119
2015-07-10,99306.15036839516,-0.6938496316048404
2015-07-13,100402.20619675888,0.4022061967588816
2015-07-14,100837.76042445902,0.8377604244590184
2015-07-15,100861.69140775531,0.8616914077553083
2015-07-16,100861.69140775531,0.8616914077553083
2015-07-17,100861.69140775531,0.8616914077553083
2015-07-20,100861.69140775531,0.8616914077553083
2015-07-21,100538.83110653193,0.5388311065319286
2015-07-22,100358.3937768672,0.358393776867204
2015-07-23,99793.39663853071,-0.20660336146928604
2015-07-24,98758.3303546295,-1.2416696453704936
2015-07-27,98183.82493652607,-1.816175063473929
2015-07-28,99389.80397507267,-0.6101960249273252
2015-07-29,100073.51202703758,0.07351202703757735
2015-07-30,99783.90098217495,-0.2160990178250504
2015-07-31,99349.68942702934,-0.6503105729706585
2015-08-03,99014.57425771367,-0.9854257422863302
2015-08-04,98821.09560339407,-1.1789043966059254
2015-08-05,99146.74296129447,-0.8532570387055312
2015-08-06,98334.95709835493,-1.6650429016450652
2015-08-07,98146.15160672706,-1.8538483932729433
2015-08-10,98773.87215129816,-1.2261278487018425
2015-08-11,98632.06967770756,-1.3679303222924355
2015-08-12,98750.24003936104,-1.2497599606389558
2015-08-13,98627.34902766415,-1.3726509723358467
2015-08-14,98986.57265158545,-1.0134273484145524
2015-08-17,98650.94733486355,-1.349052665136449
2015-08-18,98650.94733486355,-1.349052665136449
2015-08-19,98287.65809593977,-1.7123419040602312
2015-08-20,97433.63248904294,-2.566367510957061
2015-08-21,97433.63248904294,-2.566367510957061
2015-08-24,98478.17385309548,-1.5218261469045247
2015-08-25,97319.2957177844,-2.6807042822156073
2015-08-26,101055.7286409971,1.0557286409970985
2015-08-27,103555.4054056467,3.5554054056466993
2015-08-28,103155.24167299544,3.1552416729954422
2015-08-31,103155.24167299544,3.1552416729954422
2015-09-01,103155.24167299544,3.1552416729954422
2015-09-02,103155.24167299544,3.1552416729954422
2015-09-03,102782.06658798445,2.7820665879844455
2015-09-04,101226.28260040902,1.2262826004090166
2015-09-08,102987.08255439087,2.9870825543908723
2015-09-09,100646.45987443063,0.6464598744306277
2015-09-10,101194.17956981751,1.194179569817512
2015-09-11,100951.33922315024,0.9513392231502367
2015-09-14,100951.33922315024,0.9513392231502367
2015-09-15,101901.24305887135,1.901243058871347
2015-09-16,102784.37364924543,2.784373649245434
